10	1.9891e+30	0	0	0	0	0	0	0	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	0.620654	2.86548e-05	0	0.000564231	3.90747e-08	0	5.61156e+23	7.77236e+19	0	3.285e+23	5.83439e+10	9.574e+07	0	-77.9965	47869.9	0	-1.28109e+22	-1.89202e+19	0	4.867e+24	1.07712e+11	7.004e+07	0	-22.8836	35020	0	-5.56873e+22	-3.25915e+19	0	5.972e+24	1.496e+11	5.956e+07	0	-11.7968	29780	0	-3.52251e+22	-1.17451e+19	0	6.39e+23	2.27392e+11	4.826e+07	0	-5.13408	24130	0	-1.64034e+21	-3.13365e+17	0	1.898e+27	7.7792e+11	2.614e+07	0	-0.438559	13070	0	-4.16193e+23	-1.2593e+19	0	5.683e+26	1.43317e+12	1.936e+07	0	-0.129848	9680	0	-3.68964e+22	-4.44994e+17	0	8.681e+25	2.87531e+12	1.36e+07	0	-0.0322037	6800	0	-1.3978e+21	-5.91493e+15	0	1.024e+26	4.49548e+12	1.086e+07	0	-0.0131687	5430	0	-6.74235e+20	-1.45757e+15	0	7.342e+22	1.49984e+11	6.1604e+07	0	-17.1971	30802	0	-6.31303e+20	-1.10791e+18	0	
10	1.9891e+30	2.36977	0.000230975	0	0.00112846	1.64982e-07	0	5.61156e+23	1.64083e+20	0	3.285e+23	5.83437e+10	1.9148e+08	0	-155.993	47869.8	0	-1.28109e+22	-3.99427e+19	0	4.867e+24	1.07712e+11	1.4008e+08	0	-45.7672	35020	0	-5.56872e+22	-6.88043e+19	0	5.972e+24	1.496e+11	1.1912e+08	0	-23.5935	29780	0	-3.52251e+22	-2.47953e+19	0	6.39e+23	2.27392e+11	9.652e+07	0	-10.2682	24130	0	-1.64034e+21	-6.61549e+17	0	1.898e+27	7.7792e+11	5.228e+07	0	-0.877118	13070	0	-4.16193e+23	-2.65853e+19	0	5.683e+26	1.43317e+12	3.872e+07	0	-0.259697	9680	0	-3.68964e+22	-9.39432e+17	0	8.681e+25	2.87531e+12	2.72e+07	0	-0.0644074	6800	0	-1.3978e+21	-1.24871e+16	0	1.024e+26	4.49548e+12	2.172e+07	0	-0.0263373	5430	0	-6.74235e+20	-3.0771e+15	0	7.342e+22	1.49984e+11	1.23208e+08	0	-34.394	30801.9	0	-6.31295e+20	-2.33891e+18	0	
10	1.9891e+30	5.24735	0.000780626	0	0.00169269	3.77722e-07	0	5.61156e+23	2.50442e+20	0	3.285e+23	5.83433e+10	2.87219e+08	0	-233.989	47869.4	0	-1.28108e+22	-6.0965e+19	0	4.867e+24	1.07712e+11	2.1012e+08	0	-68.6508	35019.9	0	-5.56872e+22	-1.05017e+20	0	5.972e+24	1.496e+11	1.7868e+08	0	-35.3903	29780	0	-3.52251e+22	-3.78455e+19	0	6.39e+23	2.27392e+11	1.4478e+08	0	-15.4022	24130	0	-1.64034e+21	-1.00973e+18	0	1.898e+27	7.7792e+11	7.842e+07	0	-1.31568	13070	0	-4.16193e+23	-4.05775e+19	0	5.683e+26	1.43317e+12	5.808e+07	0	-0.389545	9680	0	-3.68964e+22	-1.43387e+18	0	8.681e+25	2.87531e+12	4.08e+07	0	-0.0966111	6800	0	-1.3978e+21	-1.90592e+16	0	1.024e+26	4.49548e+12	3.258e+07	0	-0.039506	5430	0	-6.74235e+20	-4.69662e+15	0	7.342e+22	1.49984e+11	1.84812e+08	0	-51.5906	30801.9	0	-6.31282e+20	-3.56986e+18	0	
10	1.9891e+30	9.25339	0.00185127	0	0.00225692	6.77295e-07	0	5.61156e+23	3.36801e+20	0	3.285e+23	5.83427e+10	3.82957e+08	0	-311.984	47869	0	-1.28107e+22	-8.19872e+19	0	4.867e+24	1.07712e+11	2.8016e+08	0	-91.5344	35019.9	0	-5.56871e+22	-1.4123e+20	0	5.972e+24	1.496e+11	2.3824e+08	0	-47.187	29780	0	-3.52251e+22	-5.08957e+19	0	6.39e+23	2.27392e+11	1.9304e+08	0	-20.5363	24130	0	-1.64034e+21	-1.35792e+18	0	1.898e+27	7.7792e+11	1.0456e+08	0	-1.75424	13070	0	-4.16193e+23	-5.45698e+19	0	5.683e+26	1.43317e+12	7.744e+07	0	-0.519393	9680	0	-3.68964e+22	-1.92831e+18	0	8.681e+25	2.87531e+12	5.44e+07	0	-0.128815	6800	0	-1.3978e+21	-2.56314e+16	0	1.024e+26	4.49548e+12	4.344e+07	0	-0.0526746	5430	0	-6.74235e+20	-6.31615e+15	0	7.342e+22	1.49984e+11	2.46415e+08	0	-68.7868	30801.7	0	-6.31263e+20	-4.80072e+18	0	
10	1.9891e+30	14.3879	0.00361658	0	0.00282115	1.0637e-06	0	5.61155e+23	4.2316e+20	0	3.285e+23	5.8342e+10	4.78695e+08	0	-389.979	47868.4	0	-1.28105e+22	-1.03009e+20	0	4.867e+24	1.07711e+11	3.50199e+08	0	-114.418	35019.8	0	-5.5687e+22	-1.77443e+20	0	5.972e+24	1.496e+11	2.978e+08	0	-58.9838	29779.9	0	-3.52251e+22	-6.39461e+19	0	6.39e+23	2.27392e+11	2.413e+08	0	-25.6704	24130	0	-1.64034e+21	-1.7061e+18	0	1.898e+27	7.7792e+11	1.307e+08	0	-2.1928	13070	0	-4.16193e+23	-6.8562e+19	0	5.683e+26	1.43317e+12	9.68e+07	0	-0.649241	9680	0	-3.68964e+22	-2.42275e+18	0	8.681e+25	2.87531e+12	6.8e+07	0	-0.161018	6800	0	-1.3978e+21	-3.22035e+16	0	1.024e+26	4.49548e+12	5.43e+07	0	-0.0658433	5430	0	-6.74235e+20	-7.93567e+15	0	7.342e+22	1.49984e+11	3.08019e+08	0	-85.9824	30801.6	0	-6.31239e+20	-6.03146e+18	0	
10	1.9891e+30	20.6509	0.00625021	0	0.00338538	1.53694e-06	0	5.61155e+23	5.09519e+20	0	3.285e+23	5.83411e+10	5.74431e+08	0	-467.972	47867.7	0	-1.28103e+22	-1.24031e+20	0	4.867e+24	1.07711e+11	4.20239e+08	0	-137.301	35019.7	0	-5.56869e+22	-2.13655e+20	0	5.972e+24	1.496e+11	3.5736e+08	0	-70.7806	29779.9	0	-3.52251e+22	-7.69966e+19	0	6.39e+23	2.27392e+11	2.8956e+08	0	-30.8045	24130	0	-1.64034e+21	-2.05428e+18	0	1.898e+27	7.7792e+11	1.5684e+08	0	-2.63136	13070	0	-4.16193e+23	-8.25543e+19	0	5.683e+26	1.43317e+12	1.1616e+08	0	-0.77909	9680	0	-3.68964e+22	-2.91718e+18	0	8.681e+25	2.87531e+12	8.16e+07	0	-0.193222	6800	0	-1.3978e+21	-3.87757e+16	0	1.024e+26	4.49548e+12	6.516e+07	0	-0.079012	5430	0	-6.74235e+20	-9.5552e+15	0	7.342e+22	1.49984e+11	3.69622e+08	0	-103.177	30801.4	0	-6.31209e+20	-7.26206e+18	0	
10	1.9891e+30	28.0423	0.00992583	0	0.00394961	2.097e-06	0	5.61155e+23	5.95877e+20	0	3.285e+23	5.83401e+10	6.70165e+08	0	-545.964	47866.9	0	-1.28101e+22	-1.45052e+20	0	4.867e+24	1.07711e+11	4.90278e+08	0	-160.185	35019.6	0	-5.56867e+22	-2.49868e+20	0	5.972e+24	1.49599e+11	4.1692e+08	0	-82.5773	29779.9	0	-3.52251e+22	-9.00473e+19	0	6.39e+23	2.27392e+11	3.3782e+08	0	-35.9385	24130	0	-1.64034e+21	-2.40247e+18	0	1.898e+27	7.7792e+11	1.8298e+08	0	-3.06991	13070	0	-4.16193e+23	-9.65465e+19	0	5.683e+26	1.43317e+12	1.3552e+08	0	-0.908938	9680	0	-3.68964e+22	-3.41162e+18	0	8.681e+25	2.87531e+12	9.52e+07	0	-0.225426	6800	0	-1.3978e+21	-4.53478e+16	0	1.024e+26	4.49548e+12	7.602e+07	0	-0.0921806	5430	0	-6.74235e+20	-1.11747e+16	0	7.342e+22	1.49984e+11	4.31224e+08	0	-120.371	30801.2	0	-6.31173e+20	-8.49248e+18	0	
10	1.9891e+30	36.5622	0.0148171	0	0.00451384	2.7439e-06	0	5.61154e+23	6.82234e+20	0	3.285e+23	5.83389e+10	7.65898e+08	0	-623.955	47866	0	-1.28099e+22	-1.66073e+20	0	4.867e+24	1.07711e+11	5.60317e+08	0	-183.068	35019.5	0	-5.56866e+22	-2.8608e+20	0	5.972e+24	1.49599e+11	4.76479e+08	0	-94.3741	29779.9	0	-3.52251e+22	-1.03098e+20	0	6.39e+23	2.27392e+11	3.8608e+08	0	-41.0726	24130	0	-1.64034e+21	-2.75065e+18	0	1.898e+27	7.7792e+11	2.0912e+08	0	-3.50847	13070	0	-4.16193e+23	-1.10539e+20	0	5.683e+26	1.43317e+12	1.5488e+08	0	-1.03879	9680	0	-3.68964e+22	-3.90606e+18	0	8.681e+25	2.87531e+12	1.088e+08	0	-0.25763	6800	0	-1.3978e+21	-5.192e+16	0	1.024e+26	4.49548e+12	8.688e+07	0	-0.105349	5430	0	-6.74235e+20	-1.27942e+16	0	7.342e+22	1.49983e+11	4.92826e+08	0	-137.564	30800.9	0	-6.31131e+20	-9.72269e+18	0	
10	1.9891e+30	46.2105	0.0210977	0	0.00507807	3.47763e-06	0	5.61154e+23	7.68591e+20	0	3.285e+23	5.83376e+10	8.61629e+08	0	-701.944	47864.9	0	-1.28096e+22	-1.87094e+20	0	4.867e+24	1.0771e+11	6.30356e+08	0	-205.951	35019.4	0	-5.56864e+22	-3.22292e+20	0	5.972e+24	1.49599e+11	5.36039e+08	0	-106.171	29779.8	0	-3.52251e+22	-1.16149e+20	0	6.39e+23	2.27392e+11	4.3434e+08	0	-46.2067	24130	0	-1.64033e+21	-3.09883e+18	0	1.898e+27	7.7792e+11	2.3526e+08	0	-3.94703	13070	0	-4.16193e+23	-1.24531e+20	0	5.683e+26	1.43317e+12	1.7424e+08	0	-1.16863	9680	0	-3.68964e+22	-4.4005e+18	0	8.681e+25	2.87531e+12	1.224e+08	0	-0.289833	6800	0	-1.3978e+21	-5.84921e+16	0	1.024e+26	4.49548e+12	9.774e+07	0	-0.118518	5430	0	-6.74235e+20	-1.44138e+16	0	7.342e+22	1.49983e+11	5.54428e+08	0	-154.756	30800.7	0	-6.31084e+20	-1.09527e+19	0	
